@relation '179211L2_2-weka.filters.unsupervised.attribute.Reorder-R2-10,1'

@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute plec {kobieta,mezczyzna}
@attribute rodzaj_zrodla_dochodu {13,11,16,12,98,99,17,15}
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie numeric
@attribute okres_w_jakim_pobieral_dochod numeric
@attribute okres_w_jakim_bedzie_pobieral_dochod numeric
@attribute opoznienie_splaty numeric
@attribute status_pozyczki {splacona_cz,splacona,windykacja_sp,odmowa,windykacja}

@data
387.11,75,kobieta,13,1373,2,115.62423,48,0,splacona_cz
400,65,kobieta,13,840,0,118.62423,48,0,splacona
300,39,kobieta,12,1200,0,1,1.37577,0,odmowa
500,32,mezczyzna,11,1124,0,186.62423,48,0,odmowa
600,36,kobieta,11,2709.34,0,186.62423,48,0,splacona_cz
738.6,56,kobieta,12,1600,2,15.62423,17,165,windykacja_sp
859.23,73,kobieta,13,2534,0,132.295688,48,208,windykacja_sp
274.08,63,mezczyzna,13,2000,3,39.62423,48,0,splacona_cz
600,44,kobieta,11,1443,4,38.638604,48,1,splacona_cz
600,81,mezczyzna,13,2547,4,199.802875,48,0,splacona
300,50,kobieta,12,1115,0,7.032854,24.328542,0,splacona_cz
600,36,kobieta,11,2400,8,118.459959,48,6,splacona_cz
581.34,63,kobieta,13,1691.3,5,78.62423,48,18,splacona
1000,67,kobieta,13,1330,0,84.62423,48,0,odmowa
243.13,60,mezczyzna,11,2000,4,74.704312,48,6,splacona_cz
242.26,31,mezczyzna,12,2100,1,5.229979,14.558522,373,windykacja
499.11,61,kobieta,13,1800,1,74.657084,48,0,splacona_cz
400,60,kobieta,99,900,0,85.657084,48,3,splacona_cz
350,79,kobieta,13,1239.98,1,260.657084,48,0,splacona
500,59,mezczyzna,16,1770,10,94.657084,48,0,splacona_cz
250,50,mezczyzna,12,822,1,49.657084,48,0,splacona
441.54,36,kobieta,98,4000,9,23.934292,48,10,splacona
300,47,kobieta,11,900,9,98.657084,48,4,splacona_cz
400,34,kobieta,12,2139,0,98.295688,48,0,splacona_cz
300,59,kobieta,13,1240,2,75.361396,48,0,splacona_cz
1000,67,kobieta,13,1330,0,84.657084,48,0,odmowa
700,24,kobieta,11,1626,0,17.328542,48,0,odmowa
300,54,kobieta,12,1200,0,3.065708,27.032854,0,splacona_cz
600,55,kobieta,11,2800,1,65.131417,48,5,splacona_cz
700,60,mezczyzna,11,2800,2,101.098563,48,5,splacona_cz
800,66,kobieta,13,1700,0,40.657084,48,0,odmowa
800,23,mezczyzna,99,1474,0,8.657084,8.985626,0,odmowa
400,61,kobieta,13,1208,1,85.689938,48,5,splacona_cz
561.74,63,mezczyzna,13,2474,2,20.558522,48,0,splacona_cz
500,69,mezczyzna,13,1162.41,0,109.689938,48,0,splacona_cz
600,54,kobieta,16,1362,2,34.689938,48,2,splacona_cz
1000,58,mezczyzna,12,2500,8,9.835729,10.131417,4,splacona_cz
249.9,26,mezczyzna,11,1600,2,8.689938,48,0,splacona_cz
300,32,mezczyzna,11,2725,2,58.032854,48,0,splacona_cz
300,62,kobieta,13,744.07,0,17.737166,48,0,splacona_cz
500,54,mezczyzna,11,1200,1,218.689938,48,0,splacona_cz
450,38,mezczyzna,11,1931,0,72.689938,48,4,splacona_cz
313.42,39,kobieta,11,2927,8,206.689938,48,2,splacona_cz
500,47,mezczyzna,99,1400,0,21.689938,21.985626,0,splacona
400,39,mezczyzna,11,3800,0,14.722793,48,0,splacona_cz
688,52,kobieta,11,3200,9,59.197125,48,3,splacona_cz
400,63,kobieta,13,1650,2,87.722793,48,1,splacona_cz
300,54,kobieta,99,1100,0,56.868583,48,2,splacona_cz
300,67,mezczyzna,13,2110,3,106.722793,48,0,splacona
300,68,kobieta,13,783,1,158.722793,48,0,splacona_cz
350,59,kobieta,13,1514,1,51.722793,48,0,splacona_cz
400,76,kobieta,13,1900,6,126.722793,48,1,splacona_cz
389.72,53,kobieta,98,3000,6,90.722793,48,1,splacona_cz
800,62,kobieta,13,5100,5,33.722793,48,0,splacona_cz
500,34,kobieta,11,2200,0,16.131417,48,0,splacona_cz
400,47,mezczyzna,11,1566.82,0,354.722793,48,4,splacona
292.54,49,kobieta,11,1077.49,4,377.032854,48,0,splacona_cz
300,57,mezczyzna,11,1170,2,72.722793,48,3,splacona_cz
596.28,33,mezczyzna,11,2200,1,133.722793,48,16,splacona_cz
500,50,mezczyzna,13,981,0,72.722793,48,0,odmowa
322.17,53,kobieta,11,2065.98,2,184.62423,48,4,splacona_cz
587.11,63,kobieta,13,1879,1,41.722793,48,11,splacona_cz
750,60,mezczyzna,13,3900,0,119.62423,48,2,splacona
200,62,kobieta,13,984,5,16.131417,48,2,splacona_cz
833.26,62,kobieta,13,1362,9,61.722793,48,2,splacona_cz
240,57,kobieta,11,1172.2,9,42.755647,48,4,splacona_cz
475.38,50,mezczyzna,11,2500,4,379.821355,48,1,splacona_cz
300,75,mezczyzna,13,1180,0,145.722793,48,0,splacona
576.3,74,kobieta,13,2100,0,60.821355,48,0,splacona_cz
400,67,kobieta,13,850,9,72.591376,48,0,splacona_cz
300,71,kobieta,13,1257,1,133.821355,48,0,splacona_cz
487.15,74,kobieta,13,951,0,167.821355,48,1,splacona_cz
300,30,mezczyzna,11,1900,1,63.131417,48,0,splacona_cz
200,78,kobieta,13,1300,0,198.821355,48,0,splacona_cz
600,24,kobieta,98,5000,1,6.591376,48,16,splacona
242.26,55,kobieta,17,864.6,1,7.821355,7.887064,0,splacona_cz
292.55,30,mezczyzna,11,1590,4,58.788501,48,5,splacona_cz
281.84,47,kobieta,12,1032,1,43.821355,52.985626,1,splacona_cz
200,65,kobieta,13,796.09,1,61.821355,48,0,splacona
430,39,mezczyzna,11,2470,6,71.689938,48,2,splacona_cz
200,24,kobieta,12,1196,0,8.328542,23.967146,0,odmowa
200,78,kobieta,13,1100,1,253.854209,48,1,splacona_cz
316.55,36,mezczyzna,11,1058,5,19.755647,48,0,splacona_cz
1000,24,mezczyzna,99,1800,0,5.854209,7,0,odmowa
600,33,kobieta,11,1331.21,9,24.854209,48,0,splacona_cz
200,64,mezczyzna,13,1287.66,0,101.854209,48,367,windykacja
400,68,kobieta,13,809,2,189.854209,48,367,windykacja
395.44,52,mezczyzna,13,4200,2,62.854209,48,0,splacona_cz
438.08,53,mezczyzna,11,2011,3,216.854209,48,0,splacona_cz
1000,24,mezczyzna,99,1800,0,5.854209,7,0,odmowa
291.14,38,kobieta,12,2000,2,94.755647,48,8,splacona_cz
300,55,kobieta,11,1686,1,103.854209,48,4,splacona_cz
200,57,mezczyzna,12,1600,1,39.967146,60.065708,14,splacona_cz
500,55,kobieta,11,1127.82,0,254.328542,48,0,odmowa
326.67,64,kobieta,13,1668,10,96.887064,48,0,splacona_cz
200,60,kobieta,13,632,0,74.887064,48,0,odmowa
500,78,kobieta,13,1299,2,275.887064,48,0,splacona_cz
250,61,kobieta,13,1224,0,60.689938,48,0,splacona_cz
500,57,mezczyzna,11,2000,0,8.887064,48,0,odmowa
600,34,mezczyzna,11,1300,0,158.788501,48,0,odmowa
200,22,mezczyzna,12,1500,0,11.657084,23.229979,0,splacona
677.97,40,kobieta,11,1800,0,57.065708,48,18,splacona
300,71,kobieta,13,1446,2,73.887064,48,3,splacona_cz
200,53,mezczyzna,17,864.34,0,8.229979,11.295688,0,odmowa
400,56,mezczyzna,11,1100,0,110.854209,48,0,splacona
500,50,kobieta,11,1800,10,58.62423,48,3,splacona_cz
200,58,mezczyzna,13,12220,0,76.919918,48,0,splacona
300,62,kobieta,13,1431,0,51.919918,48,0,splacona
500,50,kobieta,11,2470,0,359.919918,48,0,splacona_cz
1000,25,mezczyzna,11,3272,0,15.887064,48,0,odmowa
500,50,mezczyzna,11,1867.29,0,54.328542,48,0,splacona_cz
200,21,kobieta,12,1394,1,3.919918,23.952772,0,splacona
700,69,kobieta,16,965,3,136.197125,48,11,splacona_cz
300,46,kobieta,12,1294,1,6.919918,15.985626,365,windykacja
200,63,kobieta,13,3700,10,32.525667,48,0,splacona
200,54,mezczyzna,11,2094.17,6,246.427105,48,6,splacona_cz
200,71,kobieta,13,910,10,133.22998,48,0,splacona_cz
500,57,mezczyzna,13,4388,0,60.919918,48,0,splacona_cz
600,60,mezczyzna,11,2300,0,77.919918,48,0,splacona_cz
300,80,kobieta,13,1167.94,5,374.919918,48,0,splacona_cz
200,67,kobieta,13,1428.55,3,142.689938,48,0,splacona
298.01,53,kobieta,11,1400,6,166.952772,48,0,splacona_cz
300,72,mezczyzna,13,1426,10,82.952772,48,43,splacona
500,75,kobieta,13,1060,1,252.952772,48,0,splacona_cz
300,23,kobieta,12,1500,9,9.952772,18,363,windykacja
200,27,kobieta,12,1100,6,20.952772,29.985626,4,splacona_cz
300,64,kobieta,13,1100,7,110.952772,48,0,splacona_cz
738.02,74,kobieta,13,1936,1,505.952772,48,363,windykacja
300,39,mezczyzna,12,1400,1,1.952772,2.952772,42,splacona
200,28,kobieta,16,597,0,119.952772,48,0,odmowa
400,55,kobieta,11,1840,1,361.62423,48,0,splacona_cz
200,76,kobieta,13,965,9,250.952772,48,0,splacona_cz
300,46,kobieta,11,3000,4,98.952772,48,0,splacona_cz
300,66,kobieta,13,813.35,0,206.952772,48,0,splacona_cz
300,58,kobieta,11,1680,9,390.952772,48,0,splacona_cz
400,51,kobieta,12,1000,10,37.952772,37.985626,0,splacona_cz
400,61,mezczyzna,12,1000,10,17.952772,26.689938,0,splacona
1000,43,mezczyzna,11,2263,0,80.952772,48,4,splacona_cz
500,62,kobieta,13,1170,1,83.952772,48,0,splacona_cz
400,64,mezczyzna,11,1660,0,55.985626,48,0,splacona
300,66,kobieta,13,802.83,4,206.985626,48,0,splacona_cz
400.91,40,kobieta,11,1239.05,2,209.985626,48,5,splacona_cz
350,74,kobieta,11,1348.95,2,119.492813,48,0,splacona
300,71,mezczyzna,13,1642.87,4,74.985626,48,5,splacona_cz
200,54,kobieta,16,749.28,10,70.985626,48,0,splacona_cz
800,53,mezczyzna,11,3200,0,194.985626,48,0,splacona_cz
600,64,kobieta,13,1233,3,129.032854,48,2,splacona_cz
200,59,kobieta,16,634,9,57,48,0,splacona_cz
300,47,kobieta,98,911,0,104.032854,48,8,splacona_cz
228.74,65,kobieta,13,1582.15,2,111.032854,48,5,splacona_cz
500,45,mezczyzna,98,1170,0,12.37577,48,0,odmowa
400,61,kobieta,16,1406,0,121,48,0,splacona_cz
203.42,30,mezczyzna,11,1888.27,4,1.032854,48,7,splacona
400,57,kobieta,98,980,0,15.507187,48,0,splacona_cz
200,56,kobieta,11,2800,5,15.032854,48,2,splacona
200,62,kobieta,13,975,9,33.032854,48,9,splacona
1256.49,56,kobieta,16,2300,1,68.080082,48,2,splacona_cz
449.94,45,kobieta,11,2245.01,4,151.047228,48,2,splacona_cz
200,37,kobieta,11,1350,1,32.065708,48,7,splacona_cz
285.11,60,kobieta,12,1320,3,15.065708,35,359,windykacja
600,57,kobieta,11,2103.84,0,174.065708,48,0,splacona_cz
477.11,47,mezczyzna,13,2692.96,0,4.065708,48,359,windykacja
500,30,kobieta,12,1447,10,27.145791,35.967146,0,splacona_cz
500,63,kobieta,13,1055,0,98.065708,48,0,odmowa
626.93,64,kobieta,13,3251,4,143.934292,48,0,splacona_cz
500,61,kobieta,13,1907,0,63.065708,48,0,odmowa
500,76,mezczyzna,13,1150,2,144.065708,48,21,splacona_cz
300,32,mezczyzna,11,1100,0,0.032854,48,7,splacona_cz
600,28,kobieta,11,2100,1,28.244353,48,0,splacona_cz
400,22,kobieta,99,1155,0,2.277207,5.164271,6,splacona_cz
500,51,kobieta,17,990,6,78.065708,48,10,splacona
500,54,mezczyzna,11,2080,4,324.065708,48,10,splacona
400,66,mezczyzna,16,1473.04,7,171.065708,48,0,splacona_cz
200,58,kobieta,99,780,6,6.967146,12.328542,0,splacona_cz
1000,70,kobieta,13,2344.62,0,76.638604,48,0,splacona_cz
400,61,kobieta,13,1155,4,20.671458,48,359,windykacja
1000,66,mezczyzna,13,3074,0,207,48,0,splacona_cz
1000,42,kobieta,98,6000,6,23.098563,48,1,splacona_cz
800,56,kobieta,13,3440,10,57.098563,48,1,splacona_cz
200,29,mezczyzna,12,2100,0,4.098563,23.952772,0,splacona_cz
300,38,mezczyzna,99,1500,1,4.098563,10.985626,0,splacona_cz
200,59,kobieta,13,1300,0,40.098563,48,0,splacona
200,61,kobieta,13,1635,10,125.671458,48,0,splacona_cz
300,52,mezczyzna,17,1214,0,75.098563,48,0,splacona_cz
200,78,kobieta,13,1300,1,199.098563,48,0,splacona_cz
390.85,59,kobieta,16,1589,3,32.704312,48,0,splacona_cz
700,34,kobieta,11,1540,1,44.901437,48,4,splacona
700,57,mezczyzna,13,1553,1,114.934292,48,3,splacona_cz
300,40,kobieta,12,1323.55,1,55.901437,48,359,windykacja
1000,36,kobieta,11,1890,0,46.098563,48,0,odmowa
200,66,mezczyzna,13,1559,1,77.131417,48,2,splacona_cz
1000,57,kobieta,16,1446,0,6.802875,48,0,odmowa
222.73,51,mezczyzna,16,1045,9,205.131417,48,5,splacona_cz
200,63,mezczyzna,13,1162,10,227.032854,48,0,splacona
1000,81,kobieta,13,2090,2,251.032854,48,10,splacona_cz
779.89,48,kobieta,12,830.46,8,51.032854,48,4,splacona_cz
342.26,74,kobieta,13,1412,4,209.934292,48,3,splacona_cz
600,62,mezczyzna,16,837,2,237.131417,48,13,splacona_cz
300,69,kobieta,13,1027,6,198.131417,48,20,splacona_cz
500,36,mezczyzna,11,2200,0,91.131417,48,4,splacona_cz
200,38,kobieta,12,599.03,1,25.131417,26.985626,10,splacona
250,45,kobieta,99,1055,0,8.131417,13.952772,0,splacona_cz
310.37,55,kobieta,11,1721.7,0,126.131417,48,0,splacona_cz
600,78,mezczyzna,13,2609,2,196.901437,48,0,splacona_cz
289.69,69,kobieta,13,1104.65,3,167.164271,48,0,splacona_cz
650,44,kobieta,11,1966,0,84.671458,48,10,splacona_cz
400,55,kobieta,11,1756,0,4.638604,48,2,splacona_cz
200,32,kobieta,12,1865,7,25.934292,34.722793,2,splacona_cz
257.27,55,mezczyzna,11,2100,7,43.605749,48,1,splacona_cz
349.66,65,mezczyzna,13,1601.87,6,51.164271,48,0,splacona_cz
497.95,71,kobieta,13,1200,9,124.901437,48,3,splacona_cz
200,71,kobieta,13,1200,3,124.901437,48,3,splacona
500,63,kobieta,16,2084.79,1,147.164271,48,0,splacona_cz
700,59,kobieta,13,1872,10,40.704312,48,2,splacona
200,60,kobieta,13,1000,2,63.065708,48,3,splacona_cz
638.47,50,kobieta,11,2800,2,324.310062,48,1,splacona_cz
200,57,kobieta,99,736,2,134.164271,48,0,splacona
500,52,kobieta,11,1700,9,311.441478,48,356,windykacja
400,26,kobieta,17,1200,2,170.770021,48,0,splacona_cz
200,31,mezczyzna,99,900,0,1.164271,1.952772,0,odmowa
2500,73,mezczyzna,13,2612,2,87.605749,48,5,splacona_cz
350,50,mezczyzna,12,1001,0,50.295688,48,0,splacona
800,61,mezczyzna,11,1200,1,135.262834,48,5,splacona_cz
400,67,kobieta,13,1137.19,2,102.295688,48,0,splacona_cz
299.26,41,kobieta,11,1100,1,63.295688,48,1,splacona_cz
940,66,kobieta,13,930,4,136.770021,48,0,splacona_cz
242.26,36,kobieta,12,1300,2,5.295688,7.952772,0,splacona_cz
300,71,kobieta,13,1000,7,70.295688,48,0,splacona_cz
597.15,48,mezczyzna,12,600,11,15.164271,27.131417,0,splacona_cz
500,48,kobieta,11,1700,2,95.164271,48,0,splacona_cz
200,71,kobieta,13,1154.88,0,183.295688,48,0,odmowa
600,73,kobieta,13,640,4,144.37577,48,0,splacona_cz
261.52,63,kobieta,13,1189,10,75.605749,48,0,splacona_cz
400,74,kobieta,13,1140,2,243.295688,48,0,splacona_cz
400,55,kobieta,12,2200,0,8.934292,11.591376,0,splacona
400,75,kobieta,13,1594.57,1,42,48,2,splacona_cz
1000,74,kobieta,13,2100,1,61.295688,48,4,splacona_cz
200,73,kobieta,13,730,9,566.737166,48,1,splacona_cz
500,59,kobieta,13,1883.53,1,53.098563,48,0,splacona
300,64,mezczyzna,12,1231,2,4.295688,7,0,splacona_cz
249.3,58,kobieta,16,2100,5,44.638604,48,11,splacona_cz
200,68,mezczyzna,16,1600,1,17.802875,48,0,splacona_cz
900,59,kobieta,17,684,10,195.737166,48,0,splacona_cz
635.71,64,kobieta,13,960.96,4,86,48,9,splacona
200,61,kobieta,13,972.77,2,83.295688,48,0,splacona_cz
467.11,44,kobieta,11,1738.57,3,63.295688,48,0,splacona_cz
800,50,kobieta,11,1764,4,70.197125,48,26,splacona
1000,58,kobieta,13,1530,3,30.770021,48,11,splacona_cz
300,40,kobieta,12,1027,10,14.342916,59.967146,3,splacona_cz
202.28,61,mezczyzna,11,3000,11,218.328542,48,0,splacona
235.94,39,kobieta,98,1200,10,51.802875,48,0,splacona_cz
560,64,kobieta,13,930,7,99.901437,48,0,splacona_cz
300,43,kobieta,11,1286.16,3,123.262834,48,0,splacona
350,71,kobieta,13,768.89,11,263.328542,48,0,splacona_cz
200,34,mezczyzna,11,1800,10,171.328542,48,0,splacona_cz
476.83,62,mezczyzna,11,1250,0,71.295688,48,14,splacona
300,38,kobieta,12,1382,4,27.328542,35.985626,0,splacona_cz
700,43,mezczyzna,98,3014,1,108.328542,48,0,splacona_cz
700,66,kobieta,16,892,0,206.868583,48,0,splacona_cz
487.11,60,kobieta,13,1711,1,35.328542,48,0,splacona_cz
400,61,kobieta,13,1577.98,6,66.328542,48,0,splacona_cz
598.85,46,mezczyzna,12,3500,5,192.540041,48,0,splacona_cz
377.11,63,kobieta,13,1474.55,0,71.328542,48,0,windykacja_sp
298.75,64,kobieta,16,1389,5,97.328542,48,3,splacona_cz
254.01,58,kobieta,16,634.64,9,142.328542,48,0,splacona_cz
300,49,kobieta,11,980,1,205.901437,48,0,splacona_cz
900,21,mezczyzna,12,2500,0,10.229979,24.032854,0,odmowa
786.49,63,mezczyzna,13,2474,5,21.197125,48,0,splacona_cz
500,33,kobieta,12,1500,0,5.328542,9.985626,1,splacona_cz
1000,38,mezczyzna,12,2300,0,109.901437,48,0,odmowa
400,37,mezczyzna,12,1627,0,1.638604,2.967146,0,odmowa
700,55,kobieta,11,1500,0,116.328542,48,1,splacona
500,59,kobieta,13,1522.63,0,48.098563,48,5,splacona_cz
700,59,mezczyzna,13,1026,0,51.361396,48,0,odmowa
490,56,mezczyzna,11,1460.17,7,67.131417,48,4,splacona_cz
535.49,37,mezczyzna,11,3898,5,186.934292,48,351,windykacja
300,61,kobieta,13,810,11,39.032854,48,0,splacona_cz
200,21,mezczyzna,17,985,2,19.361396,20.722793,2,splacona_cz
500,54,mezczyzna,11,1320,10,348.361396,48,0,splacona_cz
700,62,kobieta,13,2066,10,135.361396,48,0,splacona_cz
400,57,mezczyzna,13,1944,0,156.361396,48,3,splacona_cz
800,37,kobieta,11,1499,0,73.361396,48,0,odmowa
499.99,46,mezczyzna,11,2600,1,8.328542,48,2,splacona_cz
282.84,64,kobieta,13,1014,4,188.967146,48,10,splacona_cz
300,36,mezczyzna,99,750,2,3.361396,7.394251,0,splacona_cz
400,63,mezczyzna,15,1100.79,1,96.361396,48,0,splacona
200,44,mezczyzna,11,2284.23,5,305.408624,48,0,splacona
500,33,mezczyzna,17,498,0,87.361396,48,0,odmowa
1000,58,mezczyzna,13,3772,0,92.394251,48,0,splacona_cz
300,55,kobieta,16,1500,5,7.802875,48,0,splacona
300,36,kobieta,12,1200,10,14.967146,16.558522,2,splacona_cz
600,47,mezczyzna,11,2100,0,125.868583,48,0,splacona_cz
200,57,kobieta,15,736.36,2,146.394251,48,0,splacona_cz
500,27,kobieta,11,2300,0,28.394251,48,0,splacona
830,60,kobieta,13,1400,5,252.394251,48,176,windykacja_sp
500,20,kobieta,17,1330,0,18.967146,23.572895,0,odmowa
500,55,kobieta,12,1230,0,51.131417,48,0,splacona_cz
315.12,74,mezczyzna,13,1024.9,10,145.967146,48,1,splacona_cz
500,42,kobieta,12,860,0,5.361396,6.967146,0,odmowa
200,52,mezczyzna,12,1188,0,15.394251,18.394251,10,splacona_cz
500,37,mezczyzna,12,2000,0,38.901437,71.492813,0,splacona_cz
576.48,63,kobieta,13,1427.8,2,33,48,0,splacona_cz
291.43,67,kobieta,16,957,2,206.394251,48,2,splacona_cz
202.87,66,kobieta,13,1400.96,9,117.22998,48,0,splacona_cz
350,55,kobieta,12,1700,11,60.868583,48,0,splacona_cz
500,54,kobieta,11,1700,2,211.394251,48,3,splacona_cz
600,52,kobieta,11,1504,0,228.394251,48,0,odmowa
500,41,kobieta,12,1450,0,4.427105,60.985626,0,splacona
200,49,mezczyzna,12,1100,1,11.474333,12,2,splacona_cz
200,29,mezczyzna,12,1000,0,7.835729,16.394251,0,odmowa
400,72,mezczyzna,13,1097,1,85.492813,48,0,splacona
500,76,kobieta,13,1314.76,4,256.492813,48,5,splacona_cz
296.52,34,kobieta,11,1380,2,32.492813,48,1,splacona
400,50,kobieta,12,976,0,3.459959,8.967146,0,splacona
300,23,mezczyzna,99,1000,0,1.065708,2,0,odmowa
200,64,kobieta,16,534,0,167.459959,48,1,splacona_cz
2548.44,58,mezczyzna,98,20000,1,136.492813,48,15,splacona
250,43,kobieta,11,1520,0,27.492813,48,0,splacona
300,55,kobieta,12,111.86,1,2.835729,23.328542,1,splacona
300,57,kobieta,11,1800,3,117.540041,48,2,splacona_cz
218.75,62,kobieta,13,1090.14,0,81.492813,48,347,windykacja
597.54,55,kobieta,11,1300,1,74.295688,48,9,splacona
200,70,kobieta,16,959.6,10,121.492813,48,12,splacona
200,63,kobieta,13,1130,2,109.492813,48,1,splacona_cz
400,59,kobieta,11,1500,9,91.492813,48,8,splacona_cz
300,62,kobieta,13,1051.89,2,18.032854,48,0,splacona_cz
300,59,kobieta,13,1240,3,76.197125,48,1,splacona_cz
400,61,kobieta,16,1411,7,72.492813,48,2,splacona_cz
200,32,kobieta,12,980,10,16.492813,17.262834,1,splacona_cz
739.39,33,kobieta,11,3100,0,127.492813,48,15,windykacja_sp
739.39,38,kobieta,11,3178.76,0,127.492813,48,19,splacona
300,57,kobieta,11,1187.06,0,139.525667,48,5,splacona_cz
500,79,kobieta,13,1302.55,0,261.525667,48,0,splacona_cz
500,37,kobieta,11,1600,0,185.394251,48,1,splacona_cz
400,22,mezczyzna,12,1300,0,3.525667,35.985626,0,splacona
500,42,kobieta,11,2824,2,107.525667,48,0,splacona_cz
500,27,mezczyzna,11,2151,0,45.525667,48,6,splacona_cz
